8.499949863500512513e-27,7.083404379589619043e-32,6.131424986190899308e-37,1.000000000000000000e+00
1.270951457567826449e-21,1.120977566827917877e-37,2.471244269889090542e-67,1.000000000000000000e+00
7.719414945658007899e-62,1.000000000000000000e+00,7.904058610904450572e-55,2.566928482594892181e-44
2.650201870400010622e-55,1.033237120592198584e-38,2.950618277807683203e-29,1.000000000000000000e+00
2.018551576167405774e-43,1.000000000000000000e+00,3.914541422480122689e-42,1.688956427486949901e-35
7.309023388287476086e-47,1.000000000000000000e+00,8.638895420265517188e-39,5.607756938244434906e-36
1.930807450746904213e-32,2.126091161930549880e-33,1.339702631804125335e-40,1.000000000000000000e+00
1.569495537698284775e-43,1.000000000000000000e+00,2.916484726592097604e-36,1.460058752118556974e-36
9.999999999999333866e-01,1.505564339909648125e-23,3.972009482984082081e-85,6.674708962146162332e-14
1.899648772092688794e-49,1.000000000000000000e+00,3.186996882693097778e-21,2.719414345237617822e-27
4.137103869567968772e-36,1.000000000000000000e+00,6.506171622856253163e-28,4.088897911737850445e-28
1.965498908115603607e-41,1.712975066067271912e-33,7.484895146378135552e-38,1.000000000000000000e+00
2.970871382661800169e-34,1.000000000000000000e+00,3.836111610024945339e-34,5.315489297165812343e-31
9.354914055589818104e-68,1.107830134260704875e-16,9.999999997698724163e-01,2.301275022710857017e-10
1.615471626009517942e-40,1.000000000000000000e+00,2.850318539237319913e-26,9.113207185739582684e-34
7.870367612343747572e-36,1.000000000000000000e+00,1.682791060216658882e-38,7.245996272896662922e-40
1.109280571312103285e-24,3.667189710446106416e-19,2.251707410872108193e-25,1.000000000000000000e+00
1.118675346088391037e-30,1.000000000000000000e+00,1.541539749941674946e-28,1.751622181555791673e-21
2.039287524067944343e-34,6.663503539674757244e-39,5.941022068099845326e-47,1.000000000000000000e+00
1.000000000000000000e+00,1.691532978355680038e-24,7.012397895831190301e-110,8.409478613117547465e-23
2.937461531656073658e-20,1.000000000000000000e+00,6.624683885578236055e-49,1.445784975767061376e-32
3.573628645456283970e-35,1.000000000000000000e+00,1.436899323337283158e-29,1.892585466057999546e-28
1.044166163441934366e-44,1.000000000000000000e+00,9.109051597894472222e-19,9.617958026872844590e-25
8.496204536622204885e-93,2.829139521574184187e-25,9.999999999999972244e-01,2.722405009943727502e-15
8.500461044398490567e-49,9.540270642088970717e-45,1.662287797227985745e-39,1.000000000000000000e+00
1.000000000000000000e+00,2.786162709381072763e-22,3.645038166859007318e-100,1.223429262431874753e-22
9.540101356212230036e-30,1.000000000000000000e+00,1.552527745368495845e-26,2.003532621456243404e-24
1.079528660120118006e-105,1.037697315093721848e-16,1.000000000000000000e+00,4.647861622831393699e-30
7.924334352726183717e-85,1.726968186156773570e-17,1.000000000000000000e+00,1.008792546764135125e-18
2.597107032639820251e-69,2.527645647443087945e-18,9.999999979546044804e-01,2.045395594851954430e-09
9.338396004959367407e-13,2.165565410175019174e-20,1.123505877451221671e-39,9.999999999990661914e-01
1.409682494220029006e-24,5.166161432831039479e-37,8.307512491994448250e-54,1.000000000000000000e+00
3.821405536247917701e-41,1.000000000000000000e+00,7.980375019941576590e-40,3.225838779389954794e-40
9.999999999999992228e-01,3.588526314104345107e-16,3.148934933839460123e-76,3.412434049454412236e-16
2.236609334527525905e-50,2.201148997378289501e-31,3.406841122335958119e-21,1.000000000000000000e+00
1.688282546047154252e-31,1.000000000000000000e+00,5.133165254699577225e-28,5.151033560003998140e-27
1.928866239166895206e-22,2.948311361175600458e-23,1.475762615744006480e-32,1.000000000000000000e+00
1.945301053954706649e-102,8.232795782364955411e-14,9.999999999999177325e-01,6.358931962234310420e-32
1.131740611226795124e-27,1.250039075027739343e-30,8.524007781843186529e-44,1.000000000000000000e+00
1.000000000000000000e+00,5.593494742835749564e-18,4.428158318950249290e-89,2.223936962649661601e-21
5.944609951123284916e-26,1.000000000000000000e+00,1.632299744803041774e-30,3.556702312006165015e-24
4.837648187224867322e-43,1.000000000000000000e+00,5.592783025972857515e-33,2.445187952159129686e-26
4.222220395556316508e-30,1.000000000000000000e+00,2.705034098520105927e-43,9.464110669635154546e-32
1.570905173431320210e-33,2.669499151233590487e-34,5.508857336124896883e-33,1.000000000000000000e+00
8.170867697522929038e-32,4.909564895535401504e-31,1.170886637815476811e-39,1.000000000000000000e+00
2.360255092837497404e-97,1.039476102823584232e-20,1.000000000000000000e+00,9.514177498875160616e-23
5.881263448640065015e-27,4.516979466183341506e-31,6.300592776681983727e-45,1.000000000000000000e+00
1.075310101983386413e-83,5.666388659840782122e-19,9.999999999999998890e-01,5.710273833128300344e-17
1.850049894333515391e-38,1.000000000000000000e+00,4.120861645109046613e-27,2.813015517638841315e-33
6.076163170798633277e-60,3.835302197809215261e-38,3.193929967415180554e-24,1.000000000000000000e+00
1.598315172459519451e-71,2.347604245507100470e-18,9.999999996434195682e-01,3.565804777259917201e-10
1.000000000000000000e+00,1.668287251136636926e-23,2.096509713700856160e-100,1.081633809214788396e-21
2.056230377605828938e-35,1.000000000000000000e+00,2.553831890225730601e-23,1.423197872363657909e-24
2.253103669092607097e-35,1.000000000000000000e+00,2.724253094226593859e-30,1.107482757241365130e-25
1.064327758949644629e-22,1.000000000000000000e+00,7.658882769272683653e-39,7.307864403567591653e-26
2.288389715541248470e-40,1.000000000000000000e+00,1.092113235969087037e-47,4.317925669014310026e-42
1.688139876075211180e-48,1.000000000000000000e+00,4.247451866090176897e-43,5.637346113678392803e-44
7.396316380594528930e-37,1.000000000000000000e+00,8.877230282791348221e-31,1.648142188432708639e-32
9.175335477451505455e-41,1.000000000000000000e+00,2.161005971854982885e-29,5.266370911893405547e-30
2.061840675780294363e-87,1.306018769103802878e-16,9.999999999999998890e-01,1.124203842446767990e-22
9.999999999999997780e-01,6.888963697332963986e-18,1.333034197553560716e-79,1.195415736085519430e-16
1.684202790520253753e-31,4.134805792258906238e-29,5.928394457136145513e-37,1.000000000000000000e+00
9.999999999999313882e-01,2.369305170810579445e-24,1.583932846390380708e-86,6.865973390746951094e-14
1.116614817756514753e-31,1.000000000000000000e+00,1.548704068740123682e-37,1.640372046879330730e-33
2.937872723127244733e-51,1.166520746658691324e-26,4.180672153565787684e-14,9.999999999999581446e-01
1.000000000000000000e+00,1.376700963700856362e-19,4.427330229636596300e-100,4.439141620176997321e-24
1.000000000000000000e+00,5.559197384869966519e-20,1.039956071683169898e-88,1.077261052984718984e-19
9.999999999999997780e-01,8.939415513587519174e-22,8.911028779053294798e-86,2.330805141890311583e-16
1.011716582148861995e-42,1.000000000000000000e+00,5.949767302951393572e-33,1.135869476564098762e-33
