1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999998645212813120e-01,1.354785982571789386e-07,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999787194671e-01,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999999998890e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999414244112e-01,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.283985598925650533e-08,9.999999871601440438e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,6.947656101686275479e-09,9.999999930523439939e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999978450571e-01,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,2.723086911589053689e-06,9.999972769130884842e-01
9.999995269767135708e-01,1.000000000000000036e-10,1.000000000000000036e-10,4.730151850513887347e-07,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,7.325136509969215069e-08,9.999999267007926296e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.327326274299032961e-04,9.998672673725240712e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999999976685e-01,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.481723210938053973e-04,9.998518276789054582e-01
1.000000000000000036e-10,9.999785413457228378e-01,1.000000000000000036e-10,1.840141918468450748e-05,3.043747502919115364e-06,1.348758954761852925e-08
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,5.092413753774336846e-04,9.994907586244715647e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,4.906332710904662622e-03,9.950936672890953183e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999855348156985180e-01,1.446451912742601246e-05,6.627744839641924431e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,4.374458148116608754e-05,9.999562553766889739e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999999553690e-01,1.000000000000000036e-10,1.000000000000000036e-10
9.999999999813574680e-01,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10
1.332839620671289155e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.067053411578904390e-02,9.893294657509269507e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.310822888338568186e-04,9.998689177111480531e-01
1.000000000000000036e-10,8.239970228897209448e-10,1.000000000000000036e-10,1.000000000000000036e-10,5.896639830253601947e-06,9.999941025351839485e-01
1.000000000000000036e-10,9.999999342844294592e-01,1.000000000000000036e-10,6.557538350169786899e-08,1.395310352995351973e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999819113583e-01,1.000000000000000036e-10,1.000000000000000036e-10
9.999999999463438094e-01,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.747266516831734668e-03,9.982527334815938236e-01
1.000000000000000036e-10,9.999999861242742094e-01,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.387569470383090496e-08
1.000000000000000036e-10,9.999999931008987097e-01,1.000000000000000036e-10,1.284696115614978885e-09,1.659125728669414887e-10,5.448492573455757674e-09
1.000000000000000036e-10,9.999435486487500135e-01,1.000000000000000036e-10,5.457639760242793817e-05,1.872977992527914451e-06,1.975655069189366246e-09
9.206772793251566643e-07,1.000000000000000036e-10,1.000000000000000036e-10,9.999982320172966510e-01,8.471430611771533812e-07,1.623628813682692077e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999990287769e-01,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.241675839675519734e-04,9.998758324160323951e-01
9.999999277449134194e-01,1.000000000000000036e-10,1.000000000000000036e-10,3.424842623086434227e-08,1.000000000000000036e-10,3.795874359905733203e-08
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999385495685900e-01,6.138687720899134699e-08,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.222810244787935320e-03,9.987771897551138700e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999994629978261607e-01,5.369783766971823566e-07,1.000000000000000036e-10
1.000000000000000036e-10,9.999995960531513628e-01,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,4.039466815822663214e-07
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999999111822e-01,1.000000000000000036e-10,1.000000000000000036e-10
9.999999950663589487e-01,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,4.841727061072494385e-09
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,2.427896392482498892e-03,9.975721036052751511e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,2.317202435611430880e-10,9.999999997681197073e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,6.224688336522572155e-05,9.999377531166323552e-01
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999995976058099201e-01,4.023941899304343463e-07,1.000000000000000036e-10
1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,9.999999999996018740e-01,1.000000000000000036e-10,1.000000000000000036e-10
1.000000000000000036e-10,9.999999998469236706e-01,1.000000000000000036e-10,1.000000000000000036e-10,1.000000000000000036e-10,1.359051954429094881e-10
